Make,Title_URL,Sale_Type,Price,Model,Additional_Comments,Year,Car_Type,Mileage,Engine_Size,Engine_Type,Transmission,Dealership_Location,Prior_Owners,Information/Detail,Predicted_Price,Price_Diff_Percent
Aston Martin DB9,https://www.autotrader.co.uk/car-details/202305307929788?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=15&postcode=wr117jh&fromsra,Unknown,37950.0,5.9 Volante Seq 2dr (EU4),"Low miles, Service history wit",2005.0,Convertible,30000.0,5.9L,450BHP,Automatic,Dealer locationWantage,5.0,"This 2005 Aston Martin DB9 V12 is an absolute beauty. Finished in Carbon Black Metallic, it has a powerful 5.9L engine and an automatic transmission that gives it a 0-62mph time of just 4.9 seconds. With a mere 30,350 miles on the odometer, it is in excellent condition and ready for a new owner…",45846.715,20.808208168642942
Aston Martin DB9,https://www.autotrader.co.uk/car-details/202305257780143?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=43&postcode=wr117jh&fromsra,Unknown,34995.0,5.9 Volante Seq 2dr (EU4),"Really PRETTY Car, 35,000 rec",2006.0,Convertible,35000.0,5.9L,450BHP,Automatic,Dealer locationWantage,,"Please Note, PRICE  NEGOTIABLE,  As Does Need A Little( age related ) TLC,  Number Plate NOT included , 12 months MOT, Blue Full leather interior - Excellent Condition, Metallic Blue, GOOD CLEAN CARS PURCHASED FOR CASH/ PART EX WELCOME, £34,995",45846.715,31.009329904272033
Aston Martin DB9,https://www.autotrader.co.uk/car-details/202311093807429?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=57&postcode=wr117jh&fromsra,Private seller,38950.0,6.0 V12 Carbon Edition T-TronicII Euro 5 2dr,Unknown,2014.0,Coupe,43000.0,6.0L,517PS,Automatic,Unknown,3.0,"Stunning Aston Martin DB9 in excellent condition, with full Aston Martin service record. Lovely colour combination, Silver with black leather, with white contrast stitching, Aston Martin wings embroidered on headrests and piano black fascia. 2 + 2 seating, heated seats, reverse camera, sat nav…",46075.875,18.294929396662386
Aston Martin DB9,https://www.autotrader.co.uk/car-details/202306228827122?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=58&postcode=wr117jh&fromsra,Private seller,38000.0,5.9 Volante Seq 2dr (EU4),"22k miles, service history",2007.0,Convertible,22918.0,5.9L,450BHP,Automatic,Unknown,,"Very low mileage, Onyx black, great condition inside and out. Wheels and tyres in excellent condition. Regularly serviced with history. MOT to Apr 2024. Drives superb in both auto and touchtronic mode. Cruise control. Parking sensors. Electric memory seats. Electric/autofold mirrors. Climate…",45870.85,20.712763157894734
Aston Martin DB9,https://www.autotrader.co.uk/car-details/202310012546339?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=62&postcode=wr117jh&fromsra,Private seller,37500.0,5.9 Volante Seq 2dr (EU4),Unknown,2005.0,Convertible,20078.0,5.9L,450BHP,Automatic,Unknown,3.0,"Low Mileage, Convertible, Colour Grigio Titanio, Trim Obsidian Black Leather, Immaculate Condition, Service history available, serviced by one of the longest standing Aston Martin service dealers world wide.  Stored undercover all year round.  Dynamic Stability control, Deployable Roll bars…",45870.85,22.322266666666664
Aston Martin DBS,https://www.autotrader.co.uk/car-details/202309262395078?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=60&postcode=wr117jh&fromsra,Approved used,71950.0,6.0 V12 T-TronicII Euro 4 2dr,Apple Car Play Upgrade,2010.0,Coupe,18849.0,6.0L,510BHP,Automatic,Dealer locationEdinburgh,,ASTON MARTIN EDINBURGH are delighted to offer for sale this stunning DBS Coupe finished in Storm Black Metallic Paint with Obsidian Black leather and a Red Contrast Stitch. ASTON MARTIN EDINBURGH are delighted to offer for sale this stunning DBS Coupe with the following factory specification: Storm…,95482.385,32.7065809589993
Aston Martin DBS,https://www.autotrader.co.uk/car-details/202312295117006?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=54&postcode=wr117jh&fromsra,Approved used,79990.0,6.0 V12 T-TronicII Euro 4 2dr,BANG & OLUFSEN & 2+2 SEATING,2010.0,Coupe,17894.0,5.9L,510BHP,Automatic,Dealer locationLeeds,4.0,"This Meteorite Silver DBS is not to be missed, with extensive service history, 10 Service stamps from ourselves and 12 Aston Martin Main Dealer Stamps overall. This DBS has been kept in a fantastic condition and is simply stunning. Fitted with Bang and Olufsen BeoSound, 2+2 seating arrangement and…",95482.385,19.367902237779717
Aston Martin DBS,https://www.autotrader.co.uk/car-details/202312295117010?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=72&postcode=wr117jh&fromsra,Approved used,79990.0,6.0 V12 Volante T-TronicII Euro 4 2dr,SPECIAL EDITION PAINT,2010.0,Convertible,31128.0,5.9L,510BHP,Automatic,Dealer locationLeeds,5.0,"This wonderful Aston Martin DBS Volante is the perfect car for any enthusiast. This particular example is presented in “Q” Morning Frost White with Obsidian Leather. This DBS comes with  £5450, notably,  Gloss Black 20"" Graphite Alloys, Q Paint and Polished Alloy Tread Plates. It also benefits from…",96806.755,21.023571696462064
Aston Martin DBS,https://www.autotrader.co.uk/car-details/202312124738602?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=50&postcode=wr117jh&fromsra,Private seller,72000.0,6.0 V12 T-TronicII Euro 4 2dr,Unknown,2010.0,Coupe,20000.0,6.0L,517PS,Automatic,Unknown,4.0,"Car had oil service done (independent specialist, on OEM filters/oil etc ) before last MOT and being put back into the storage. 4 new tires, rear Michelin PS4s, front Continental Contact 6 Silent - they make so much difference to the ride quality. Car drives amazing. Was taking it only once a year…",95437.385,32.55192361111111
Aston Martin Rapide,https://www.autotrader.co.uk/car-details/202312084648604?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=17&postcode=wr117jh&fromsra,Unknown,39995.0,6.0 V12 Luxury Edition T-TronicII Euro 5 4dr,REAR ENTERTAINMENT-B & O SOUND,2012.0,Saloon,53575.0,6.0L,477PS,Automatic,Dealer locationWare,3.0,"Aston Martin Rapide 6.0 V12 Luxury Edition finished in Metallic Blue with Black Leather Upholstery. This Stunning ULEZ Compliant Super Car is Complimented by a Full Main Dealer Service History and is in Excellent Condition Throughout and has an MOT until December 2024. Being the Luxury Edition, the…",45846.715,14.631116389548685
Aston Martin Vanquish,https://www.autotrader.co.uk/car-details/202312124744559?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=32&postcode=wr117jh&fromsra,Finance available,77475.0,6.0 V12 Volante T-TronicII Euro 5 2dr,Cooled Seats | Rev Cam | FAMSH,2014.0,Convertible,19636.0,6.0L,573PS,Automatic,Dealer locationBawtry,2.0,Just 2 Owners from new 2014/14 Aston Martin 6.0 Vanquish Volante in Obsidian Black metallic with Obsidian black leather complimented by Spicy Red piping & stitching. This vehicle benefits from full Aston Martin service history with a total of 9 services completed - most recently carried out at…,96791.555,24.932629880606637
Aston Martin Vanquish,https://www.autotrader.co.uk/car-details/202311033624578?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=41&postcode=wr117jh&fromsra,Finance available,71990.0,6.0 V12 T-TronicII Euro 5 2dr,Reversing Camera| Memory Seats,2014.0,Coupe,23200.0,6.0L,565BHP,Automatic,Dealer locationChichester,2.0,Aston Martin Vanquish 5.9 V12 registered July 2014 (14) finished in Stratus White with Obsidian Black Leather Interior.  20 Inch Diamond Cut Y-Spoke Alloy Wheels | Carbon Fibre Roof | Carbon Fibre Bonnet | Carbon Fibre Bootlid | Carbon Fibre Side Skirts | Carbon Fibre Front  Rear Splitters | Carbon…,95467.185,32.61173079594388
Aston Martin Vanquish,https://www.autotrader.co.uk/car-details/202312245042245?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=31&postcode=wr117jh&fromsra,Finance available,79950.0,6.0 V12 T-TronicII Euro 5 2dr,"FAMSH, Big Spec, PPF - Superb",2014.0,Coupe,23000.0,6.0L,573PS,Automatic,Dealer locationMuch Hadham,2.0,"Fantastic, low mileage example of Aston Martin's ultimate road-going model, The Aston Martin V12 Vanquish. This particular Touchtronic II 2014 Model Year Vanquish remains in almost identical condition to when new. This generation Vanquish was launched to coincide with their 100th Anniversary…",95467.185,19.408611632270166
Aston Martin Vanquish,https://www.autotrader.co.uk/car-details/202210120653420?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=38&postcode=wr117jh&fromsra,Finance available,79995.0,6.0 V12 Volante T-TronicII Euro 5 2dr,CARBON PACK SPORTS EXHAUST B&O,2014.0,Convertible,28000.0,6.0L,565BHP,Automatic,Dealer locationShipley,,"A beautiful  low mileage example (£215,075.00 LIST PRICE). Supplied with Aston Martin Service History  JUST  SERVICED BY ASTON MARTIN LEEDS DEC 2023  Nationwide Warranty Provided ANY INSPECTION WELCOME NO MORE TIMEWASTWES OR DREAMERS PLEASE GENIUNE BUYERS  ONLY . For after hours enquirers, Please…",96791.555,20.99700606287892
Aston Martin Vanquish,https://www.autotrader.co.uk/car-details/202302084065933?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=65&postcode=wr117jh&fromsra,Finance available,74950.0,6.0 V12 T-TronicII Euro 5 2dr,Full Carbon Exterior,2013.0,Coupe,20946.0,6.0L,573PS,Automatic,Dealer locationTadcaster,,"Black interior complimented with full carbon fibre exterior. Full black leather interior with piano black. , Next MOT due 01/04/2023, Full dealership history, Excellent bodywork, Black Full leather interior - Excellent Condition, Metallic Black, £74,950",95467.185,27.374496330887254
Aston Martin Vanquish,https://www.autotrader.co.uk/car-details/202304025886209?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=36&postcode=wr117jh&fromsra,Finance available,76987.0,6.0 V12 T-TronicII Euro 5 2dr,LOW MILES + CREAM LEATHER,2014.0,Coupe,18000.0,6.0L,573PS,Automatic,Dealer locationYork,,ONE OF THE UK'S LEADING RETAILERS OF PRELOVED PERFORMANCE AND PRESTIGE VEHICLES WITH A PERSONALISED EXPERIENCE FROM ENQUIRY TO HANDOVER! Our fabulous Aston Martin Vanquish 5.9 V12 is finished in stunning Onyx Black Metallic paintwork complimented perfectly by the Red Brake? Calipers and 20 Inch…,95467.185,24.00429293257303
Aston Martin Vanquish,https://www.autotrader.co.uk/car-details/202210241021619?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=59&postcode=wr117jh&fromsra,Finance available,74467.0,6.0 V12 T-TronicII Euro 5 2dr,PPF+LOW MILES+FULL DEALER HIST,2014.0,Coupe,30000.0,6.0L,573PS,Automatic,Dealer locationYork,,ONE OF THE UK'S LEADING RETAILERS OF PRELOVED PERFORMANCE AND PRESTIGE VEHICLES WITH A PERSONALISED EXPERIENCE FROM ENQUIRY TO HANDOVER! Our fabulous Aston Martin Vanquish 5.9 V12 is finished in stunning Morning Frost White Pearl paintwork with Front End Paint Protection Film complimented perfectly…,95467.185,28.200659352464847
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202306048118996?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=16&postcode=wr117jh&fromsra,Unknown,38995.0,4.3 V8 Euro 4 2dr,A gorgeous collector's example,2009.0,Coupe,41690.0,4.3L,385PS,Manual,Dealer locationAndover,,Excellent SERVICE HISTORY | supplied with FRESH SERVICE | TITANIUM SILVER | 19-INCH ANTHRACITE SEVEN-SPOKE ALLOY WHEELS | BRIDGESTONE POTENZA tyres | BLACK & FALCON GREY LEATHER with COARSE SILVER STITCHING | TAILORS GREY HEADLINING | OBSIDIAN BLACK carpets | glossy PIANO BLACK TRIM | HEATED…,46252.28,18.610796255930246
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202307240012921?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=35&postcode=wr117jh&fromsra,Unknown,35950.0,4.3 V8 Euro 4 2dr,Tasteful Spec Early V8 Vantage,2006.0,Coupe,34354.0,4.3L,385PS,Manual,Dealer locationBeamish,6.0,"Powered by a 4.3L V8 engine producing 380bhp and 302 lb ft of torque, the V8 Vantage was introduced in 2005 as Aston Martin's new sports car. Capable of reaching 60mph in 4.9 seconds and hitting a top speed of 175mph, the Vantage offered some of the traditional Aston GT sensibilities in a smaller…",46252.28,28.65724617524339
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202308160853828?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=46&postcode=wr117jh&fromsra,Unknown,37950.0,4.3 V8 Roadster Euro 4 2dr,Classic spec drop-top Aston,2009.0,Convertible,30897.0,4.3L,385PS,Manual,Dealer locationBeamish,,"The V8 Vantage proved popular not only in the UK but across the world, with the USA becoming Aston's largest export market. The V8 Vantage Roadster, introduced in 2008 with the same 4.3L, 380bhp V8 engine as the coupe, featured a triple-layer fabric 'hood' that could be automatically raised or…",45179.38,19.049749670619228
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202312114737884?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=23&postcode=wr117jh&fromsra,Unknown,34995.0,4.7 V8 Roadster Sportshift Euro 4 2dr,F ASTON SH+JUST SERV AT ASTON,2009.0,Convertible,39296.0,4.7L,426PS,Automatic,Dealer locationBishop's Stortford,,"*FULL ASTON MARTIN MAIN DEALER SERVICE HISTORY + CURRENT OWNER HAD IT FOR THE PAST 4 YEARS + JUST SERVICED AT ASTON MARTIN MAIN DEALER + 2 ORIGINAL ASTON MARTIN CRYSTAL KEYS + UPGRADED PREMIUM ASTON MARTIN AUDIO SYSTEM + NEW FACELIFT REAR LED LAMPS FROM ASTON MARTIN VALUED AT £3,000  + CRUISE…",45389.135,29.701771681668816
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202312315147253?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=16&postcode=wr117jh&fromsra,Unknown,38995.0,4.7 V8 Sportshift Euro 4 2dr,STUNNING CONDITION,2010.0,Coupe,36200.0,4.7L,420BHP,Automatic,Dealer locationBridgwater,3.0,"A beautiful 2010 Tungsten Silver Aston Martin Vantage 4.7 V8 Sport Shift., Only 36900 Miles, Only two previous owners., Lovely Service History. Seven stamps with the same Aston Martin Dealership and recently serviced by a very good Aston Martin Specialist., MOT March 2024 with no advisory’s., Very…",46440.75,19.09411463008078
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202304035923501?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=38&postcode=wr117jh&fromsra,Unknown,35990.0,4.3 V8 Euro 4 2dr,*BRITISH SUPER CAR*,2006.0,Coupe,29130.0,4.3L,380BHP,Manual,Dealer locationBridport,,"The number one family team you can trust!
If you are in the market for a new or used vehicle our friendly and knowledgeable staff are committed to making sure you drive away happy.
We set the standard in providing excellent and reliable vehicles at the best possible prices. We understand that…",46252.28,28.514253959433173
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202312074640905?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=19&postcode=wr117jh&fromsra,Unknown,39948.0,4.7 V8 S Sportshift Euro 5 2dr,"FRONT PPF, CARBON FIBRE,",2011.0,Coupe,40000.0,4.7L,436PS,Automatic,Dealer locationChelmsford,,"Front End PPF, Carbon Fibre S Front Splitter, Front Wing Carbon Vents, Sat Nav, EH/M/Seats with Contrasting White Stitching inc Vantage S Logo, Vantage S Carpets, Alcantara Headlining, Extended Leather Door Cards, Piano Black Wood, Alcantara Multi Function Steering Wheel, Piano Black Wood and 19""…",46440.75,16.2530039050766
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202312084646491?sort=relevance&twcs=true&advertising-location=at_cars&make=Aston%20Martin&page=6&postcode=wr117jh&fromsra,Unknown,37489.0,4.7 V8 Roadster Sportshift Euro 5 2dr,1 FORMER FULL ASTON S/HISTORY,2012.0,Convertible,29149.0,4.7L,420BHP,Automatic,Dealer locationChesterfield,1.0,,45389.135,21.073208141054714
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202310263362673?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=19&postcode=wr117jh&fromsra,Unknown,37995.0,4.7 V8 Roadster Sportshift Euro 4 2dr,Full AM Service History!,2010.0,Convertible,48763.0,4.7L,420BHP,Automatic,Dealer locationExeter,6.0,Hendy Performance Exeter are delighted to have for sale this stunning Aston Martin V8 Vantage Convertible. The V8 Vantage is a wonderful entry-level Aston with enough power to keep things entertaining and handling sharp enough for virtually any road. The V8 Vantage is a sports car that can be…,45389.135,19.460810632978028
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202211221902356?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=12&postcode=wr117jh&fromsra,Finance available,36990.0,4.7 V8 Coupe 2dr Petrol Sportshift Euro 5 (Euro 5) (420 bhp),CLEAR LED REAR LIGHTS,2012.0,Coupe,58700.0,4.7L,Automatic,Petrol,Dealer locationGrimsby,,"6 months warranty, 12 months MOT, Full service history, Excellent bodywork, Black Full leather interior - Excellent Condition, Tyre condition Excellent, Metallic Grey, 5+ owners, Call Us  On 01472 720000, £36,990",43786.205,18.373087320897543
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202202212797799?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=26&postcode=wr117jh&fromsra,Finance available,41990.0,4.7 V8 Sportshift Euro 5 2dr,"Just serviced at Aston, FSH",2013.0,Coupe,37000.0,4.7L,426PS,Automatic,Dealer locationKeighley,5.0,"Automotive cars are delighted to present a stunning Aston Martin Vantage , finished in metallic black, with cream leather heated sports seats. , This 4 owner vehicle has a full Aston Martin service history, and is all up to date.  Just serviced at Aston Martin and is eligible for Aston warranty if…",46474.695,10.680388187663729
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202308110687599?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=84&postcode=wr117jh&fromsra,Unknown,36850.0,4.3 V8 Euro 4 2dr,** LOW ROAD TAX **,2006.0,Coupe,13900.0,4.3L,385PS,Manual,Dealer locationKineton,,"McGurk Performance Cars are very pleased to offer this low mileage V8 Vantage. Finished in Onyx Black over Obsidian and Moon Shadow Leather. The car was first registered in February 2006 and has the following specification:-, **Low Tax Band**, 19” 7 Spoke Alloy Wheels, Satellite Navigation…",46252.28,25.515006784260514
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202312044526933?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=85&postcode=wr117jh&fromsra,Unknown,39850.0,4.7 V8 Euro 4 2dr,Perfect Example and History,2008.0,Coupe,26779.0,4.7L,426PS,Manual,Dealer locationKineton,,"McGurk Performance Cars are pleased to offer this 4.7 Vantage finished in Tungsten Silver over Obsidian Leather. First registered in June 2008 the car has the following specification:-, 2009 Model Year 4.7, Satellite Navigation, 20 Spoke Alloy Wheels, Premium Audio, Electric Memory Seats, H.I.D…",46252.28,16.065947302383936
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202311274322111?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=86&postcode=wr117jh&fromsra,Unknown,38850.0,4.3 V8 Euro 4 2dr,Pro-Drive Performance Upgrades,2006.0,Coupe,34000.0,4.3L,385PS,Manual,Dealer locationKineton,2.0,"McGurk Performance Cars are delighted to offer this V8 Vantage with the Prodrive Engine Performance Pack. Finished in Tungsten Silver Metallic over Obsidian  Leather. The car was first registered I July 2006 and has the following high specification:-, 425 BHP Prodrive Performance Pack including…",46252.28,19.05348777348777
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202307249993183?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=33&postcode=wr117jh&fromsra,Unknown,39995.0,4.7 V8 Euro 4 2dr,Full Aston Martin History,2010.0,Coupe,29506.0,4.7L,426PS,Manual,Dealer locationLaunceston,3.0,"Full AMSH, Last owner 10 years, Full Aston Martin Service History, Beautiful Condition, Finished in Rare Aston Martin Morning Frost White with Obsidian Black Hide and Silver Stitch Interior, 10.5 Model Year, including Clear LED Rear Lenses, N400 Side Sills, 10 Spoke Forged Alloy Wheels in Dark…",46252.28,15.645155644455555
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202310102841486?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=12&postcode=wr117jh&fromsra,Finance available,39995.0,4.7 V8 Sportshift II Euro 5 2dr,SATNAV**ASTON HISTORY,2014.0,Coupe,48000.0,4.7L,426PS,Automatic,Dealer locationMaidenhead,,"ASTON MARTIN SERVICE HISTORY**JUST SERVICED BY ASTON MARTIN WITH BRAKE DISCS & PADS **SATNAV**HEATED ELECTRIC LEATHER SEATS**BLUETOOTH AUDIO/PHONE** DAB RADIO**TAYLORED FITTED INDOOR AND OUTDOOR CAR COVERS , 3 months warranty, Full dealership history, Black Full leather interior, Metallic Quantum…",45880.66,14.715989498687346
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202401035206121?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=84&postcode=wr117jh&fromsra,Approved used,34950.0,4.3 V8 Euro 4 2dr,Beautiful Condition,2007.0,Coupe,32500.0,4.3L,380BHP,Manual,Dealer locationMilton Keynes,,"Caspian Blue interior, Slate Blue, Aston Martin Works the historical home of Aston Martin since 1954, £34,950",46286.225,32.435550786838334
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202308050453201?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=92&postcode=wr117jh&fromsra,Unknown,39500.0,4.3 V8 Roadster Sportshift Euro 4 2dr,2 FORMER OWNERS*14 AM SERVICES,2009.0,Convertible,30000.0,4.3L,385PS,Automatic,Dealer locationNewcastle Upon Tyne,,***THIS GORGEOUS LOOKING V8 VANTAGE IS FULLY PREPARED FOR SALE & READY TO DRIVE AWAY IMMEDIATELY*** A STUNNING LOW MILEAGE EXAMPLE WHICH HAS HAD ONLY 2 FORMER OWNERS FROM NEW & DESPITE ITS VERY LOW MILEAGE COMES WITH A FABULOUS SERVICE HISTORY  RECORD. THERE ARE 14 SERVICES RECORDED IN THE SERVICE…,45389.135,14.909202531645574
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202401095384643?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=56&postcode=wr117jh&fromsra,Unknown,39995.0,4.7 V8 Euro 4 2dr,SPORTS PACK/19s/CRUISE/NAV/FSH,2009.0,Coupe,40346.0,4.7L,426PS,Manual,Dealer locationSaltash,,"2009 Vantage featuring the revised 4. 7 litre V8 and a 6 speed manual gearbox., Delivered by Grange Aston Martin, Brentwood, first registered in September 2009., Onyx black metallic, with Obsidian black full hide interior., Factory optioned with the Sports Pack; 19 inch lightweight forged alloy 5…",46252.28,15.645155644455555
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202307229958386?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=11&postcode=wr117jh&fromsra,Finance available,39495.0,4.7 V8 N420 Sportshift Euro 4 2dr,11 Aston Martin Services,2011.0,Coupe,42032.0,4.7L,420BHP,Automatic,Dealer locationSheffield,4.0,"Welcome to Europa Prestige, based in the Sheffield city centre we have over past twenty years plus in the sale of Prestige Cars both throughout South Yorkshire and Nationwide. We are a full Mercedes-Benz Aftersales Franchise Dealer offering Mercedes-Benz Servicing, Warranty Repairs and Genuine…",45303.2575,14.7063109254336
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202309202177968?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=17&postcode=wr117jh&fromsra,Finance available,39995.0,4.7 V8 Roadster Sportshift II Euro 5 2dr,Unknown,2014.0,Convertible,48837.0,4.7L,420BHP,Automatic,Dealer locationSheffield,,"Just arrived we have this immaculate condition, Low mileage Aston Martin Vantage V8 Roadster. The car is in stunning condition throughout and drives perfectly. The service history is all Aston Martin except for the most recent which was carried out at a specialist. With services carried out at…",45880.66,14.715989498687346
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202311234220887?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=4&postcode=wr117jh&fromsra,Finance available,34995.0,4.3 V8 Roadster Sportshift Euro 4 2dr,BEAUTIFUL COLOURWAY+ BIG SPEC!,2008.0,Convertible,49000.0,4.3L,380BHP,Automatic,Dealer locationSwindon,,"This stunning Goodwood Green Aston Martin V8 Vantage is the ultimate brute in a suit! Packing a 4.3 V8 producing 380BHP within its beautiful shell, this car has the bite to match the looks. Displayed in the perfect colour combination and further in a great condition throughout and also driving spot…",45423.08,29.798771253036154
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202312214978867?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=19&postcode=wr117jh&fromsra,Finance available,35495.0,4.7 V8 Roadster Sportshift Euro 4 2dr,Morning Frost Paint - Stunning,2009.0,Convertible,49671.0,4.7L,426PS,Automatic,Dealer locationTaunton,4.0,EA Automotive are delighted to offer for sale this Aston Martin 4.7 V8 Vantage Roadster. This particular Aston Martin is finished in pearlescent Morning Frost paint which is a very rare colour with an Obsidian Black Leather Interior and Silver Stitching. This vehicle comes equipped with a whole…,45423.08,27.970362022820122
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202310042658390?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=5&postcode=wr117jh&fromsra,Finance available,36997.0,4.7 V8 S Roadster Sportshift Euro 5 2dr,Full service history,2012.0,Convertible,43311.0,4.7L,430BHP,Automatic,Dealer locationUxbridge,5.0,"Unleash the Thrill: Aston Martin Vantage 4.7 V8 S Roadster

Embark on a journey of luxury and performance with the Aston Martin Vantage 4.7 V8 S Roadster. This 2-door petrol convertible, equipped with a Sportshift transmission, Euro 5 compliant engine, and boasting 430 bhp, promises an…",45423.08,22.77503581371463
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202307109484640?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=34&postcode=wr117jh&fromsra,Unknown,37995.0,4.3 V8 Roadster Sportshift Euro 4 2dr,"Park Assist, Red leather heate",2009.0,Convertible,36418.0,4.3L,379BHP,Automatic,Dealer locationWantage,1.0,"This stunning Aston Martin Vantage 4.3 V8 Roadster is an absolute must-have for any car enthusiast. Finished in a sleek black, this 2009 model has a low odometer reading of just 36,418 miles and is in excellent condition., Under the bonnet is a powerful 4.3L V8 engine that produces an impressive…",45389.135,19.460810632978028
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202401115471138?sort=relevance&twcs=true&advertising-location=at_cars&make=Aston%20Martin&page=10&postcode=wr117jh&fromsra,Finance available,35995.0,4.7 V8 Sportshift Euro 4 2dr,STUNNING EXAMPLE MUST BE VIEW,2009.0,Coupe,36000.0,4.7L,426PS,Automatic,Dealer locationWetherby,9.0,,46474.695,29.11430754271426
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202309131930907?sort=relevance&twcs=true&advertising-location=at_cars&make=Aston%20Martin&page=4&postcode=wr117jh&fromsra,Finance available,35775.0,4.3 V8 Sportshift Euro 4 2dr,"15x SERVICE STAMPS, SAT NAV",2007.0,Coupe,40000.0,4.3L,385PS,Automatic,Dealer locationYaxley,,,46474.695,29.908301886792454
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202311284362131?sort=relevance&twcs=true&advertising-location=at_cars&make=Aston%20Martin&page=38&postcode=wr117jh&fromsra,Finance available,35975.0,4.3 V8 Sportshift Euro 4 2dr,14x ASTON MARTIN SERVICES,2007.0,Coupe,35000.0,4.3L,385PS,Automatic,Dealer locationYaxley,,,46474.695,29.18608756080611
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202310313493530?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=6&postcode=wr117jh&fromsra,Finance available,39945.0,4.7 V8 S Sportshift Euro 5 2dr,Full AM SH & New Health Check,2011.0,Coupe,43500.0,4.7L,436PS,Automatic,Unknown,4.0,"Aston Martin V8 Vantage S Automatic. Full Aston Martin Health check and MOT done on 19th December. 12 Services. Incredible condition throughout. Black with Obsidian Leather Upholstery with contrast silver stitching - heated and electric memory function, Carbon pack, Black pack, Unmarked 19 alloys…",46474.695,16.346714232069097
